Emotions,Path
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_04/03-02-06-02-01-01-04.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_04/03-02-06-02-01-02-04.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_04/03-02-06-02-02-01-04.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_04/03-02-06-02-02-02-04.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-01-01-01-01-05.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-01-01-01-02-05.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-01-01-02-01-05.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-01-01-02-02-05.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-02-01-01-01-05.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-02-01-01-02-05.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-02-01-02-01-05.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-02-01-02-02-05.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-02-02-01-01-05.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-02-02-01-02-05.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-02-02-02-01-05.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-02-02-02-02-05.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-03-01-01-01-05.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-03-01-01-02-05.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-03-01-02-01-05.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-03-01-02-02-05.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-03-02-01-01-05.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-03-02-01-02-05.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-03-02-02-01-05.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-03-02-02-02-05.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-04-01-01-01-05.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-04-01-01-02-05.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-04-01-02-01-05.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-04-01-02-02-05.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-04-02-01-01-05.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-04-02-01-02-05.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-04-02-02-01-05.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-04-02-02-02-05.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-05-01-01-01-05.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-05-01-01-02-05.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-05-01-02-01-05.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-05-01-02-02-05.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-05-02-01-01-05.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-05-02-01-02-05.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-05-02-02-01-05.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-05-02-02-02-05.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-06-01-01-01-05.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-06-01-01-02-05.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-06-01-02-01-05.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-06-01-02-02-05.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-06-02-01-01-05.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-06-02-01-02-05.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-06-02-02-01-05.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_05/03-02-06-02-02-02-05.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-01-01-01-01-06.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-01-01-01-02-06.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-01-01-02-01-06.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-01-01-02-02-06.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-02-01-01-01-06.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-02-01-01-02-06.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-02-01-02-01-06.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-02-01-02-02-06.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-02-02-01-01-06.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-02-02-01-02-06.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-02-02-02-01-06.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-02-02-02-02-06.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-03-01-01-01-06.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-03-01-01-02-06.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-03-01-02-01-06.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-03-01-02-02-06.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-03-02-01-01-06.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-03-02-01-02-06.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-03-02-02-01-06.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-03-02-02-02-06.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-04-01-01-01-06.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-04-01-01-02-06.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-04-01-02-01-06.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-04-01-02-02-06.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-04-02-01-01-06.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-04-02-01-02-06.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-04-02-02-01-06.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-04-02-02-02-06.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-05-01-01-01-06.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-05-01-01-02-06.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-05-01-02-01-06.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-05-01-02-02-06.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-05-02-01-01-06.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-05-02-01-02-06.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-05-02-02-01-06.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-05-02-02-02-06.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-06-01-01-01-06.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-06-01-01-02-06.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-06-01-02-01-06.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-06-01-02-02-06.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-06-02-01-01-06.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-06-02-01-02-06.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-06-02-02-01-06.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_06/03-02-06-02-02-02-06.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-01-01-01-01-07.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-01-01-01-02-07.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-01-01-02-01-07.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-01-01-02-02-07.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-02-01-01-01-07.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-02-01-01-02-07.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-02-01-02-01-07.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-02-01-02-02-07.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-02-02-01-01-07.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-02-02-01-02-07.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-02-02-02-01-07.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-02-02-02-02-07.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-03-01-01-01-07.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-03-01-01-02-07.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-03-01-02-01-07.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-03-01-02-02-07.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-03-02-01-01-07.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-03-02-01-02-07.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-03-02-02-01-07.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-03-02-02-02-07.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-04-01-01-01-07.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-04-01-01-02-07.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-04-01-02-01-07.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-04-01-02-02-07.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-04-02-01-01-07.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-04-02-01-02-07.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-04-02-02-01-07.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-04-02-02-02-07.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-05-01-01-01-07.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-05-01-01-02-07.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-05-01-02-01-07.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-05-01-02-02-07.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-05-02-01-01-07.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-05-02-01-02-07.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-05-02-02-01-07.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-05-02-02-02-07.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-06-01-01-01-07.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-06-01-01-02-07.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-06-01-02-01-07.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-06-01-02-02-07.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-06-02-01-01-07.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-06-02-01-02-07.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-06-02-02-01-07.wav
fear,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_07/03-02-06-02-02-02-07.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-01-01-01-01-08.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-01-01-01-02-08.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-01-01-02-01-08.wav
neutral,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-01-01-02-02-08.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-02-01-01-01-08.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-02-01-01-02-08.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-02-01-02-01-08.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-02-01-02-02-08.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-02-02-01-01-08.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-02-02-01-02-08.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-02-02-02-01-08.wav
calm,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-02-02-02-02-08.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-03-01-01-01-08.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-03-01-01-02-08.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-03-01-02-01-08.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-03-01-02-02-08.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-03-02-01-01-08.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-03-02-01-02-08.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-03-02-02-01-08.wav
happy,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-03-02-02-02-08.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-04-01-01-01-08.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-04-01-01-02-08.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-04-01-02-01-08.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-04-01-02-02-08.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-04-02-01-01-08.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-04-02-01-02-08.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-04-02-02-01-08.wav
sad,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-04-02-02-02-08.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-05-01-01-01-08.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-05-01-01-02-08.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-05-01-02-01-08.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-05-01-02-02-08.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-05-02-01-01-08.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-05-02-01-02-08.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-05-02-02-01-08.wav
angry,c:\Users\xlmq4\Documents\GitHub\emotion-detector\ravdess-emotional-speech-audio\audio_song_actors_01-24\Actor_08/03-02-05-02-02-02-08.wav
